code;name;dose
J02AC05;Isavuconazol;0,2 g O,P
J02AX01;Flucytosin;10 g O,P
J02AX04;Caspofungin;50 mg P
J02AX05;Micafungin;0,1 g P
J02AX06;Anidulafungin;0,1 g P
J04AA01;4-Aminosalicylsäure;12 g O
J04AA02;Natriumaminosalicylat;14 g O,P
J04AA03;Calciumaminosalicylat;15 g O 
J04AB01;Cycloserin;0,75 g O
J04AB02;Rifampicin;"0,6 g O,P; 0,3 g O Kinder DDD "
J04AB03;Rifamycin;0,6 g P
J04AB04;Rifabutin;0,15 g O
J04AB05;Rifapentin;0,11 g O
J04AB06;Enviomycin;1 g P 
J04AB30;Capreomycin;1 g P
J04AC01;Isoniazid;0,3 g O,P
J04AC51;Isoniazid, Kombinationen;0,3 g O bezogen auf Isoniazid 
J04AD01;Protionamid;0,75 g O
J04AD02;Tiocarlid;7 g O
J04AD03;Ethionamid;0,75 g O
J04AK01;Pyrazinamid;1,5 g O
J04AK02;Ethambutol;1,2 g O,P
J04AK05;Bedaquilin;86 mg O
J04AK06;Delamanid;0,2 g O
J04BA01;Clofazimin;0,1 g O
J04BA02;Dapson;50 mg O
J04BA03;Aldesulfonnatrium;0,33 g O
J05AB01;Aciclovir;4 g O,P
J05AB03;Vidarabin;0,7 g P 
J05AB06;Ganciclovir;"3 g O; 0,5 g P"
J05AB09;Famciclovir;"0,75 g O; 1,5 g O "
J05AB11;Valaciclovir;3 g O
J05AB12;Cidofovir;25 mg P
J05AB14;Valganciclovir;0,9 g O
J05AB15;Brivudin;0,125 g O
J05AC02;Rimantadin;0,2 g O
J05AC04;Amantadin;0,2 g O 
J05AD01;Foscarnet;6,5 g P
J05AE01;Saquinavir;"1,8 g O; 2 g O "
J05AE02;Indinavir;2,4 g O
J05AE03;Ritonavir;1,2 g O
J05AE04;Nelfinavir;2,25 g O
J05AE05;Amprenavir;1,2 g O
J05AE07;Fosamprenavir;1,4 g O
J05AE08;Atazanavir;0,3 g O
J05AE09;Tipranavir;"1 g O; 0,64 g O Kinder DDD "
J05AE10;Darunavir;1,2 g O
J05AF01;Zidovudin;0,6 g O,P
J05AF02;Didanosin;0,4 g O
J05AF03;Zalcitabin;2,25 mg O
J05AF04;Stavudin;80 mg O
J05AF05;Lamivudin;0,3 g O
J05AF06;Abacavir;0,6 g O
J05AF07;Tenofovirdisoproxil;0,245 g O
J05AF08;Adefovirdipivoxil;10 mg O
J05AF09;Emtricitabin;0,2 g O
J05AF10;Entecavir;0,5 mg O
J05AF11;Telbivudin;0,6 g O
J05AF12;Clevudin;30 mg O
J05AF13;Tenofoviralafenamid;25 mg O
J05AG01;Nevirapin;"0,4 g O; 0,3 g O Kinder DDD "
J05AG02;Delavirdin;1,2 g O
J05AG03;Efavirenz;0,6 g O
J05AG04;Etravirin;0,4 g O
J05AG05;Rilpivirin;25 mg O
J05AG06;Doravirin;0,1 g O 
J05AH01;Zanamivir;20 mg Inhal.pulver  zur Therapie 
J05AH02;Oseltamivir;0,15 g O
J05AH03;Peramivir;0,6 g P 
J05AH04;Laninamivir;40 mg Inhal.pulver 
J05AP01;Ribavirin;"6 g Inhal.lösung; 1 g O"
J05AP02;Telaprevir;2,25 g O
J05AP03;Boceprevir;2,4 g O
J05AP05;Simeprevir;0,15 g O
J05AP06;Asunaprevir;0,2 g O 
J05AP07;Daclatasvir;60 mg O
J05AP08;Sofosbuvir;0,4 g O
J05AP09;Dasabuvir;0,5 g O
J05AP10;Elbasvir;50 mg O 
J05AP11;Grazoprevir;0,1 g O 
J05AP51;Sofosbuvir und Ledipasvir;Standarddosis: 1 DE O 
J05AP53;Ombitasvir, Paritaprevir und Ritonavir;Standarddosis: 2 DE O 
J05AP54;Elbasvir und Grazoprevir;Standarddosis: 1 DE O 
J05AP55;Sofosbuvir und Velpatasvir;Standarddosis: 1 DE O 
J05AP56;Sofosbuvir, Velpatasvir und Voxilaprevir;Standarddosis: 1 DE O 
J05AP57;Glecaprevir und Pibrentasvir;Standarddosis: 3 DE O 
J05AR01;Zidovudin und Lamivudin;Standarddosis: 2 DE O 
J05AR02;Lamivudin und Abacavir;Standarddosis: 1 DE O 
J05AR03;Tenofovirdisoproxil und Emtricitabin;Standarddosis: 1 DE O 
J05AR04;Zidovudin, Lamivudin und Abacavir;Standarddosis: 2 DE O 
J05AR06;Emtricitabin, Tenofovirdisoproxil und Efavirenz;Standarddosis: 1 DE O 
J05AR08;Emtricitabin, Tenofovirdisoproxil und Rilpivirin;Standarddosis: 1 DE O 
J05AR09;Emtricitabin, Tenofovirdisoproxil, Elvitegravir und Cobicistat;Standarddosis: 1 DE O 
J05AR10;Lopinavir und Ritonavir;0,8 g O bezogen auf Lopinavir
J05AR13;Lamivudin, Abacavir und Dolutegravir;Standarddosis: 1 DE O 
J05AR17;Emtricitabin und Tenofoviralafenamid;Standarddosis: 1 DE O 
J05AR18;Emtricitabin, Tenofoviralafenamid, Elvitegravir und Cobicistat;Standarddosis: 1 DE O 
J05AR19;Emtricitabin, Tenofoviralafenamid und Rilpivirin;Standarddosis: 1 DE O 
J05AR20;Emtricitabin, Tenofoviralafenamid und Bictegravir;Standarddosis: 1 DE O 
J05AR21;Dolutegravir und Rilpivirin;Standarddosis: 1 DE O 
J05AR22;Emtricitabin, Tenofoviralafenamid, Darunavir und Cobicistat;Standarddosis: 1 DE O 
J05AR23;Atazanavir und Ritonavir;0,3 g O bezogen auf Atazanavir
J05AR24;Lamivudin, Tenofovirdisoproxil und Doravirin;Standarddosis: 1 DE O 
J05AX01;Moroxydin;0,3 g O
J05AX05;Inosin pranobex;3 g O
J05AX07;Enfuvirtid;0,18 g P
J05AX08;Raltegravir;0,8 g O
J05AX09;Maraviroc;0,6 g O
J05AX12;Dolutegravir;50 mg O
J05AX13;Umifenovir;0,8 g O
J05AX17;Enisamiumiodid;1,5 g O
J05AX18;Letermovir;0,48 g O,P
J05AX19;Tiloron;0,125 g O
J05AX21;Imidazolylethanamidoglutarsäure;90 mg O
J05AX22;Kagocel;60 mg O 
J05AX26;Amenamevir;0,4 g O 
J05AX27;Favipiravir;1,6 g O 
J06BA01;Immunglobuline, normal human, zur extravasalen Anwendung;1,4 g P 
J06BA02;Immunglobuline, normal human, zur intravasalen Anwendung;1,6 g P 
J06BB04;Hepatitis-B-Immunglobulin;500 E P 
J06BB16;Palivizumab;3,75 mg P Säuglings DDD 
J06BB21;Bezlotoxumab;0,7 g P 
J06BC01;Nebacumab;0,1 g P
J07AE01;Cholera, inaktiviert, ganze Zelle;Standarddosis: 1 DE O 
J07AF01;Diphtherie-Toxoid;Standarddosis: 1 DE P 
J07AG01;Haemophilus influenzae B, gereinigtes Antigen konjugiert;Standarddosis: 1 DE P 
J07AG51;Haemophilus influenzae B, Kombinationen mit Toxoiden;Standarddosis: 1 DE P 
J07AG52;"Haemophilus influenzae B, Kombinationen mit Pertussis 
und Toxoiden";Standarddosis: 1 DE P 
J07AH03;"Meningokokken bivalent (A, C), gereinigtes 
Polysaccharid-Antigen";Standarddosis: 1 DE P 
J07AH04;"Meningokokken tetravalent (A, C, Y, W-135), gereinigtes 
Polysaccharid-Antigen";Standarddosis: 1 DE P 
J07AH07;"Meningokokken C, gereinigtes Polysaccharid-Antigen, 
konjugiert";Standarddosis: 1 DE P 
J07AH08;Meningokokken tetravalent (A, C, Y, W-135), gereinigtes Polysaccharid-Antigen, konjugiert;Standarddosis: 1 DE P 
J07AH09;Meningokokken B, Multikomponenten-Impfstoff;Standarddosis: 1 DE P 
J07AJ02;Pertussis, gereinigtes Antigen;Standarddosis: 1 DE P 
J07AJ52;Pertussis, gereinigtes Antigen, Kombinationen mit Toxoiden;Standarddosis: 1 DE P 
J07AL01;Pneumokokken, gereinigtes Polysaccharid-Antigen;Standarddosis: 1 DE P 
J07AL02;"Pneumokokken, gereinigtes Polysaccharid-Antigen, 
konjugiert";Standarddosis: 1 DE P 
J07AL52;"Pneumokokken, gereinigtes Polysaccharid-Antigen und 
Haemophilus influenzae B, konjugiert";Standarddosis: 1 DE P 
J07AM01;Tetanus-Toxoid;Standarddosis: 1 DE P 
J07AM51;Tetanus-Toxoid, Kombinationen mit Diphtherie-Toxoid;Standarddosis: 1 DE P 
J07AN01;Tuberkulose, lebend abgeschwächt;Standarddosis: 1 DE P 
J07AP01;Typhus, oral, lebend abgeschwächt;Standarddosis: 1 DE O 
J07AP03;Typhus, gereinigtes Polysaccharid-Antigen;Standarddosis: 1 DE P 
J07AX52;Lactobacillus Stämme, Kombinationen;Standarddosis: 1 DE P 
J07AX53;Enterobacteriacae Stämme, Kombinationen;Standarddosis: 1 DE P 
J07BA01;FSME, inaktiviert, ganzes Virus;Standarddosis: 1 DE P 
J07BA02;Encephalitis, japanische, inaktiviert, ganzes Virus;Standarddosis: 1 DE P 
J07BB01;Influenza, inaktiviert, ganzes Virus;Standarddosis: 1 DE P 
J07BB02;Influenza, inaktiviert, Spaltvirus oder Oberflächenantigen;Standarddosis: 1 DE P 
J07BB03;Influenza, lebend abgeschwächt;Standarddosis: 1 DE N 
J07BC01;Hepatitis B, gereinigtes Antigen;Standarddosis: 1 DE P 
J07BC02;Hepatitis A, inaktiviert, ganzes Virus;Standarddosis: 1 DE P 
J07BC03;Hepatitis A, gereinigtes Antigen;Standarddosis: 1 DE P 
J07BC20;Kombinationen;Standarddosis: 1 DE P 
J07BD01;Masern, lebend abgeschwächt;Standarddosis: 1 DE P 
J07BD51;Masern, Kombinationen mit Mumps, lebend abgeschwächt;Standarddosis: 1 DE P 
J07BD52;"Masern, Kombinationen mit Mumps und Röteln, 
lebend abgeschwächt";Standarddosis: 1 DE P 
J07BD54;"Masern, Kombinationen mit Mumps, Röteln und Varicella, 
lebend abgeschwächt";Standarddosis: 1 DE P 
J07BF02;Poliomyelitis, oral, trivalent, lebend abgeschwächt;Standarddosis: 1 DE O 
J07BF03;Poliomyelitis, trivalent, inaktiviert, ganzes Virus;Standarddosis: 1 DE P 
J07BG01;Tollwut, inaktiviert, ganzes Virus;Standarddosis: 1 DE P 
J07BH01;Rotavirus, lebend abgeschwächt;Standarddosis: 1 DE O 
J07BH02;Rotavirus, pentavalent, lebend, Reassortanten;Standarddosis: 1 DE O 
J07BJ01;Röteln, lebend abgeschwächt;Standarddosis: 1 DE P 
J07BK01;Varicella, lebend abgeschwächt;Standarddosis: 1 DE P 
J07BK02;Zoster Virus, lebend abgeschwächt;Standarddosis: 1 DE P 
J07BK03;Zoster Virus, gereinigtes Antigen;Standarddosis: 1 DE P 
J07BL01;Gelbfieber, lebend abgeschwächt;Standarddosis: 1 DE P 
J07BM01;Humaner-Papillomvirus-Impfstoff (Typen 6,11,16,18);Standarddosis: 1 DE P 
J07BM02;Humaner-Papillomvirus-Impfstoff (Typen 16,18);Standarddosis: 1 DE P 
J07BM03;"Humaner-Papillomvirus-Impfstoff 
(Typen 6,11,16,18,31,33,45,52,58)";Standarddosis: 1 DE P 
J07BX01;Pocken-Impfstoff, lebend, modifiziert;Standarddosis: 1 DE P 
J07BX02;Inaktiviertes Herpes-simplex-Virus;Standarddosis: 1 DE P 
J07CA01;Diphtherie-Poliomyelitis-Tetanus;Standarddosis: 1 DE P 
J07CA02;Diphtherie-Pertussis-Poliomyelitis-Tetanus;Standarddosis: 1 DE P 
J07CA06;"Diphtherie-Haemophilus influenzae B-Pertussis-
Poliomyelitis-Tetanus";Standarddosis: 1 DE P 
J07CA08;Haemophilus influenzae B und Hepatitis B;Standarddosis: 1 DE P 
J07CA09;"Diphtherie-Haemophilus influenzae B-Pertussis-
Poliomyelitis-Tetanus-Hepatitis B";Standarddosis: 1 DE P 
J07CA10;Typhus-Hepatitis A;Standarddosis: 1 DE P 
L01AA01;Cyclophosphamid;0,25 g P 
L01AA03;Melphalan;"2 mg O; 1 mg P "
L01AA06;Ifosfamid;0,7 g P 
L01AA07;Trofosfamid;0,15 g O 
L01AA09;Bendamustin;17 mg P 
L01AB01;Busulfan;0,224 g P 
L01AC01;Thiotepa;1,62 g P 
L01AD01;Carmustin;8,57 mg P 
L01AD04;Streptozocin;96 mg P 
L01AX03;Temozolomid;65 mg O,P 
L01AX04;Dacarbazin;0,1 g P 
L01BA01;Methotrexat;Standarddosis: 1 DE P 
L01BA04;Pemetrexed;43 mg P 
L01BB02;Mercaptopurin;0,175 g O bezogen auf kg Körpergewicht 
L01BB05;Fludarabin;8 mg P 
L01BB06;Clofarabin;8,8 mg P Kinder DDD 
L01BB07;Nelarabin;0,39 g P 
L01BC02;Fluorouracil;"0,15 g O; 0,1 g P "
L01BC05;Gemcitabin;0,2 g P 
L01BC06;Capecitabin;3 g O 
L01BC07;Azacitidin;34 mg P 
L01BC08;Decitabin;6,43 mg P 
L01BC59;Trifluridin, Kombinationen;45 mg O bezogen auf Trifluridin 
L01BC63;Tegafur und Uracil;0,432 g O bezogen auf Tegafur 
L01BC73;Tegafur, Gimeracil und Oteracil;67,5 mg O bezogen auf Tegafur 
L01CA01;Vinblastin;11,61 mg P Wochendosis 
L01CA02;Vincristin;0,36 mg P 
L01CA04;Vinorelbin;"18 mg O; 7 mg P "
L01CA05;Vinflunin;27,43 mg P 
L01CB01;Etoposid;"50 mg O; 25 mg P "
L01CD01;Paclitaxel;"15 mg P; 22 mg P Nanopartikelformulierung "
L01CD02;Docetaxel;6,43 mg P 
L01CD04;Cabazitaxel;2,14 mg P 
L01CX01;Trabectedin;0,13 mg P 
L01DA01;Dactinomycin;0,32 mg P bezogen auf die Körperoberfläche 
L01DB01;Doxorubicin;"5 mg P; 3 mg P pegylierte liposomale Form;
Standarddosis: 1 DE U "
L01DB03;Epirubicin;7 mg P 
L01DB06;Idarubicin;"6 mg O; 3 mg P "
L01DB07;Mitoxantron;"10 mg P Zytostatikum; 0,24 mg P Multiple Sklerose "
L01DB11;Pixantron;9,64 mg P 
L01DC01;Bleomycin;"3 mg P entsprechend einer standardisierten 
biologischen Aktivität von 3.000 E "
L01DC03;Mitomycin;"4,29 mg Intravesikal; 0,65 mg P "
L01XA01;Cisplatin;6,75 mg P 
L01XA02;Carboplatin;25 mg P 
L01XA03;Oxaliplatin;11 mg P 
L01XC02;Rituximab;"67 mg P s.c.; 32 mg P "
L01XC03;Trastuzumab;"29 mg P s.c.; 20 mg P "
L01XC04;Alemtuzumab;13 mg P 
L01XC05;Gemtuzumab ozogamicin;2,1 mg P 
L01XC06;Cetuximab;65 mg P 
L01XC07;Bevacizumab;45 mg P 
L01XC08;Panitumumab;30 mg P 
L01XC09;Catumaxomab;21 mcg P 
L01XC10;Ofatumumab;0,133 g P 
L01XC11;Ipilimumab;10 mg P 
L01XC12;Brentuximab vedotin;6 mg P 
L01XC13;Pertuzumab;20 mg P 
L01XC14;Trastuzumab emtansin;12 mg P 
L01XC15;Obinutuzumab;48 mg P 
L01XC16;Dinutuximab beta;2,6 mg P Kinder DDD 
L01XC17;Nivolumab;17 mg P 
L01XC18;Pembrolizumab;9,5 mg P 
L01XC19;Blinatumomab;17 mcg P 
L01XC21;Ramucirumab;40 mg P 
L01XC22;Necitumumab;76 mg P 
L01XC23;Elotuzumab;50 mg P 
L01XC24;Daratumumab;40 mg P 
L01XC26;Inotuzumab ozogamicin;0,1 mg P 
L01XC27;Olaratumab;0,1 g P 
L01XC28;Durvalumab;50 mg P 
L01XC31;Avelumab;50 mg P 
L01XC32;Atezolizumab;57 mg P 
L01XD05;Temoporfin;10,5 mg P 
L01XD07;Padeliporfin;0,26 g P 
L01XE01;Imatinib;0,5 g O 
L01XE02;Gefitinib;0,25 g O 
L01XE03;Erlotinib;0,125 g O 
L01XE04;Sunitinib;35 mg O 
L01XE05;Sorafenib;0,8 g O 
L01XE06;Dasatinib;0,12 g O 
L01XE07;Lapatinib;1,375 g O 
L01XE08;Nilotinib;0,6 g O 
L01XE09;Temsirolimus;7,1 mg P 
L01XE10;Everolimus;10 mg O 
L01XE11;Pazopanib;0,8 g O 
L01XE12;Vandetanib;0,3 g O 
L01XE13;Afatinib;40 mg O 
L01XE14;Bosutinib;0,5 g O 
L01XE15;Vemurafenib;1,92 g O 
L01XE16;Crizotinib;0,5 g O 
L01XE17;Axitinib;10 mg O 
L01XE18;Ruxolitinib;30 mg O 
L01XE21;Regorafenib;0,12 g O 
L01XE23;Dabrafenib;0,3 g O 
L01XE24;Ponatinib;45 mg O 
L01XE25;Trametinib;2 mg O 
L01XE26;Cabozantinib;"140 mg O Schilddrüsenkarzinom; 
60 mg O Nieren- und Leberzellkarzinom "
L01XE27;Ibrutinib;0,49 g O 
L01XE28;Ceritinib;0,45 g O 
L01XE29;Lenvatinib;18 mg O 
L01XE31;Nintedanib;"0,3 g O idiopathische Lungenfibrose; 
0,4 g O nicht-kleinzelliges Lungenkarzinom "
L01XE33;Palbociclib;94 mg O 
L01XE34;Tivozanib;1 mg O 
L01XE35;Osimertinib;80 mg O 
L01XE36;Alectinib;1,2 g O 
L01XE38;Cobimetinib;45 mg O 
L01XE39;Midostaurin;0,15 g O 
L01XE41;Binimetinib;90 mg O 
L01XE42;Ribociclib;0,45 g O 
L01XE43;Brigatinib;0,18 g O 
L01XE46;Encorafenib;0,45 g O 
L01XE50;Abemaciclib;0,3 g O 
L01XX05;Hydroxycarbamid;1,75 g O 
L01XX11;Estramustin;0,56 g O 
L01XX17;Topotecan;"1 mg O; 0,65 mg P "
L01XX19;Irinotecan;"30 mg P; 10 mg P pegylierte, liposomale Form "
L01XX25;Bexaroten;0,54 g O 
L01XX32;Bortezomib;0,45 mg P 
L01XX35;Anagrelid;2 mg O 
L01XX41;Eribulin;0,21 mg P bezogen auf Eribulin 
L01XX42;Panobinostat;5,7 mg O 
L01XX43;Vismodegib;0,15 g O 
L01XX44;Aflibercept;20 mg P 
L01XX45;Carfilzomib;10 mg P 
L01XX46;Olaparib;"0,8 g O (Hartkapseln); 0,6 g O (Filmtabletten) "
L01XX47;Idelalisib;0,3 g O 
L01XX48;Sonidegib;0,2 g O 
L01XX50;Ixazomib;0,43 mg O 
L01XX51;Talimogen laherparepvec;0,14 DE P (entspr. 14 MIO PFU) 
L01XX52;Venetoclax;0,4 g O 
L01XX54;Niraparib;0,3 g O 
L01XX55;Rucaparib;1,2 g O 
L01XX90;Allogene T-Zellen, genetisch modifiziert;Standarddosis: 1 DE P 
L01XX91;Tisagenlecleucel;Standarddosis: 1 DE P 
L01XY01;Cytarabin und Daunorubicin;Standarddosis: 0,6 DE P 
L02AA01;Diethylstilbestrol;3 mg O
L02AA02;Polyestradiolphosphat;6 mg P
L02AA03;Ethinylestradiol;1,5 mg O
L02AA04;Fosfestrol;0,25 g O,P
L02AB01;Megestrol;0,16 g O
L02AB02;Medroxyprogesteron;1 g O,P
L02AB03;Gestonoron;40 mg P
L02AE01;Buserelin;"0,11 mg Implantat; 1,2 mg N; 1,5 mg P"
L02AE02;Leuprorelin;"60 mcg Implantat; 1 mg P; 0,134 mg P Depotinjektion; 
1 DE P pro Behandlungszeitraum für Depotarzneiformen "
L02AE03;Goserelin;0,129 mg Implantat
L02AE04;Triptorelin;"0,1 mg P; 0,134 mg P Depotinjektion"
L02AE05;Histrelin;0,137 mg Implantat (Freisetzungsrate 50 mcg pro Tag)
L02BA01;Tamoxifen;20 mg O
L02BA02;Toremifen;60 mg O
L02BA03;Fulvestrant;"8,3 mg P; 18 mg P "
L02BB01;Flutamid;0,75 g O
L02BB02;Nilutamid;0,3 g O
L02BB03;Bicalutamid;"50 mg O; 0,15 g O bezogen auf die Monotherapie "
L02BB04;Enzalutamid;0,16 g O
L02BB05;Apalutamid;0,24 g O 
L02BG01;Aminoglutethimid;1 g O
L02BG02;Formestan;18 mg P
L02BG03;Anastrozol;1 mg O
L02BG04;Letrozol;2,5 mg O
L02BG06;Exemestan;25 mg O
L02BX01;Abarelix;3,6 mg P
L02BX02;Degarelix;2,7 mg P
L02BX03;Abirateron;1 g O bezogen auf Abirateronacetat
L03AA02;Filgrastim;0,35 mg P bezogen auf kg Körpergewicht
L03AA03;Molgramostim;0,35 mg P
L03AA09;Sargramostim;0,45 mg P
L03AA10;Lenograstim;0,35 mg P bezogen auf kg Körpergewicht
L03AA12;Ancestim;1,4 mg P
L03AA13;Pegfilgrastim;0,3 mg P
L03AA14;Lipegfilgrastim;0,3 mg P
L03AA17;Pegteograstim;0,3 mg P
L03AB01;Interferon alfa, natürlich;2 MIO E P
L03AB02;Interferon beta, natürlich;33,33 TSD E P
L03AB03;Interferon gamma;40 mcg P
L03AB04;Interferon alfa-2a;2 MIO E P
L03AB05;Interferon alfa-2b;2 MIO E P
L03AB06;Interferon alfa-n1;5 MIO E P
L03AB07;Interferon beta-1a;"4,3 mcg P i.m.; 18,86 mcg P s.c. "
L03AB08;Interferon beta-1b;4 MIO E P
L03AB09;Interferon alfacon-1;4 mcg P
L03AB10;Peginterferon alfa-2b;"7,5 mcg P; 15 mcg P Kombinationstherapie bei Hepatitis C "
L03AB11;Peginterferon alfa-2a;26 mcg P Kombinationstherapie bei Hepatitis C
L03AB13;Peginterferon beta-1a;8,9 mcg P
L03AB14;Cepeginterferon alfa-2b;17 mcg P
L03AC01;Aldesleukin;0,2 mg P
L03AC02;Oprelvekin;3,5 mg P
L03AP01;Echinacea-purpurea-Presssaft;"0,3 g O Trockenpresssaft; 7,5 ml O Presssaft "
L03AP02;Echinacea-pallida-Wurzel;0,9 g O Droge 
L03AX01;Lentinan;0,3 mg O,P
L03AX03;BCG-Impfstoff;"1,8 mg Intravesikal; 0,033 Darreichungsform Intravesikal "
L03AX05;Pidotimod;1,6 g O
L03AX10;Immunocyanin;3 mg Intravesikal
L03AX11;Tasonermin;3,5 mg P
L03AX13;Glatirameracetat;20 mg P
L03AX14;Histamindihydrochlorid;0,5 mg P
L03AX15;Mifamurtid;0,7 mg P
L03AX16;Plerixafor;16,8 mg P
L03AX17;Sipuleucel-T;0,071 DE P entsprechend 1 DE pro 14 Tage 
L04AA02;Muromonab-CD3;5 mg P
L04AA04;Antithymozytäres Immunglobulin (Kaninchen);0,1 g P
L04AA06;Mycophenolsäure;2 g O,P bezogen auf Mycophenolatmofetil
L04AA10;Sirolimus;3 mg O
L04AA13;Leflunomid;20 mg O
L04AA18;Everolimus;1,5 mg O
L04AA21;Efalizumab;10 mg P
L04AA23;Natalizumab;10 mg P
L04AA24;Abatacept;27 mg P
L04AA25;Eculizumab;64 mg P
L04AA26;Belimumab;25 mg P
L04AA27;Fingolimod;0,5 mg O
L04AA28;Belatacept;12,5 mg P
L04AA29;Tofacitinib;10 mg O
L04AA31;Teriflunomid;14 mg O
L04AA32;Apremilast;60 mg O
L04AA33;Vedolizumab;5,4 mg P
L04AA34;Alemtuzumab;0,13 mg P
L04AA36;Ocrelizumab;3,29 mg P
L04AA37;Baricitinib;4 mg O
L04AA40;Cladribin;0,34 mg O
L04AB01;Etanercept;"7 mg P; 3 mg P Kinder DDD "
L04AB02;Infliximab;3,75 mg P
L04AB04;Adalimumab;"2,9 mg P; 1,6 mg P Kinder DDD "
L04AB05;Certolizumab pegol;14 mg P
L04AB06;Golimumab;1,66 mg P
L04AB07;Opinercept;7 mg P 
L04AC01;Daclizumab;5 mg P
L04AC02;Basiliximab;40 mg P Dosis pro Behandlungszyklus
L04AC03;Anakinra;0,1 g P
L04AC04;Rilonacept;23 mg P
L04AC05;Ustekinumab;0,54 mg P
L04AC07;Tocilizumab;20 mg P
L04AC08;Canakinumab;2,7 mg P
L04AC10;Secukinumab;10 mg P
L04AC11;Siltuximab;37 mg P
L04AC12;Brodalumab;15 mg P 
L04AC13;Ixekizumab;2,9 mg P
L04AC14;Sarilumab;14,3 mg P
L04AC16;Guselkumab;1,79 mg P
L04AC17;Tildrakizumab;1,2 mg P 
L04AD01;Ciclosporin;0,25 g O,P
L04AD02;Tacrolimus;5 mg O,P
L04AX01;Azathioprin;0,15 g O,P
L04AX02;Thalidomid;"0,1 g O; 0,2 g O "
L04AX03;Methotrexat;2,5 mg O,P
L04AX04;Lenalidomid;10 mg O
L04AX05;Pirfenidon;2,4 g O
L04AX06;Pomalidomid;3 mg O
L04AX07;Dimethylfumarat;0,48 g O
M01AA01;Phenylbutazon;0,3 g O,P,R
M01AA02;Mofebutazon;0,75 g O,P
M01AA03;Oxyphenbutazon;0,3 g O,R
M01AA05;Clofezon;0,6 g O,R
M01AB01;Indometacin;0,1 g O,P,R
M01AB02;Sulindac;0,4 g O,P,R
M01AB03;Tolmetin;0,7 g O,R
M01AB04;Zomepirac;0,3 g O
M01AB05;Diclofenac;0,1 g O,P,R
M01AB06;Alclofenac;1,25 g O,R
M01AB07;Bumadizon;0,4 g O
M01AB08;Etodolac;0,4 g O
M01AB09;Lonazolac;0,6 g O
M01AB11;Acemetacin;0,12 g O
M01AB15;Ketorolac;30 mg O,P
M01AB16;Aceclofenac;0,2 g O
M01AB51;Indometacin, Kombinationen;0,1 g O,R bezogen auf Indometacin
M01AB55;Diclofenac, Kombinationen;0,1 g O bezogen auf Diclofenac
M01AC01;Piroxicam;20 mg O,P,R
M01AC02;Tenoxicam;20 mg O,P,R
M01AC05;Lornoxicam;12 mg O,P,R
M01AC06;Meloxicam;15 mg O,P,R
M01AE01;Ibuprofen;"1,2 g O,P,R; 0,4 g O Kinder DDD; 0,4 g R Kinder DDD "
M01AE02;Naproxen;0,5 g O,R
M01AE03;Ketoprofen;0,15 g O,P,R
M01AE04;Fenoprofen;1,2 g O
M01AE05;Fenbufen;0,6 g O
M01AE07;Suprofen;0,4 g O
M01AE08;Pirprofen;0,8 g O
M01AE09;Flurbiprofen;0,2 g O,R
M01AE11;Tiaprofensäure;0,6 g O,R
M01AE12;Oxaprozin;0,9 g O
M01AE14;Dexibuprofen;0,8 g O
M01AE17;Dexketoprofen;75 mg O,P
M01AE52;Naproxen und Esomeprazol;0,5 g O bezogen auf Naproxen
M01AG01;Mefenaminsäure;1 g O
M01AG02;Tolfenaminsäure;0,3 g O,R
M01AG03;Flufenaminsäure;0,5 g O
M01AH01;Celecoxib;0,2 g O
M01AH02;Rofecoxib;25 mg O
M01AH03;Valdecoxib;10 mg O
M01AH04;Parecoxib;40 mg P
M01AH05;Etoricoxib;60 mg O
M01AH06;Lumiracoxib;0,1 g O
M01AX01;Nabumeton;1 g O
M01AX02;Nifluminsäure;0,75 g O
M01AX04;Azapropazon;0,75 g O
M01AX05;Glucosamin;1,5 g O bezogen auf Glucosaminsulfat
M01AX07;Benzydamin;0,15 g O,R
M01AX12;Glukosaminoglycanpolysulfat;50 mg P
M01AX13;Proquazon;0,9 g O,R
M01AX17;Nimesulid;0,2 g O
M01CA03;Oxycinchophen;1,5 g O
M01CB01;Natriumaurothiomalat;2,4 mg P
M01CB02;Natriumaurothiosulfat;14 mg P
M01CB03;Auranofin;6 mg O
M01CB04;Aurothioglucose;2,4 mg P
M01CC01;Penicillamin;0,5 g O
M01CX01;Methotrexat;2,5 mg O,P 
M01CX02;Sulfasalazin;2 g O,R 
M02AA06;Etofenamat;1 g T 
M02AA07;Piroxicam;17,5 mg T 
M02AA08;Felbinac;0,15 g T 
M02AA10;Ketoprofen;0,275 g T 
M02AA13;Ibuprofen;0,5 g T 
M02AA15;Diclofenac;"0,1 g T; 0,28 g TD "
M02AA23;Indometacin;0,04 g T 
M02AC01;Hydroxyethylsalicylat;0,4 g T 
M03AC01;Pancuronium;6,3 mg P 
M03AC03;Vecuronium;6,3 mg P 
M03AC04;Atracurium;38,5 mg P 
M03AC09;Rocuroniumbromid;42 mg P 
M03AC10;Mivacuriumchlorid;14 mg P 
M03AC11;Cisatracurium;10,5 mg P 
M03BA01;Phenprobamat;1,6 g O
M03BA02;Carisoprodol;1,4 g O
M03BA03;Methocarbamol;3 g O,P
M03BA04;Styramat;0,5 g O
M03BA05;Febarbamat;0,3 g O
M03BB02;Chlormezanon;0,6 g O
